template.example-text,Example Text,text
template.example-text@property-float,2.5,text
template.example-text@property-int,2,text
template.example-text@property-bool,TRUE,text
template.example-image,path/to/image-file,image
template.example-audio,path/to/audio-file,audio
home.disclaimer,"FÍSICA BASEDA NO DRONE RACER3: 1018g AUW @ 1650g DE PROPULSÃO POR MOTOR. FIQUE LIGADO, EM BREVE TEREMOS O MODO OFICINA.",text
home.card@font-size,50,text
home.card.train,TREINAR,text
home.card.fly,PILOTAR,text
home.card.tryouts,TRYOUTS,text
home.card.purchase,COMPRAR,text
home.card.garage,DRONES,text
home.card.shop,LOJA,text
home.card.leaderboards,RANKINGS,text
home.card.settings,CONFIGURAR,text
home.card.quit,SAIR,text
home.screen.title,Principal,text
fly.screen.title,test,text
fly.screen.race,test,text
fly.screen.freefly,test,text
fly.screen.lobby,test,text
fly.screen.freecamera,test,text
fly.card@font-size,60,text
fly.card.fly-campaign-card,test,text
fly.card.fly-freecamera-card,test,text
fly.card.fly-freestyle-card,test,text
fly.card.fly-multiplayer-card,"MULTI
PLAYER",text
fly.card.fly-race-card,test,text
fly.card.fly-sandbox-card,test,text
fly.multiplayer.lan,test,text
ui.label.loading,Carregando,text
ui.label.loading@upper,CARREGANDO,text
ui.label.coming-soon,Em Breve,text
ui.label.coming-soon@upper,EM BREVE,text
ui.label.click-to-unlock,Clique para Liberar,text
ui.label.click-to-unlock@upper,CLIQUE PARA LIBERAR,text
ui.label.elapsed,Tempo,text
ui.label.time,Tempo,text
ui.label.position,Posição,text
ui.label.back,Voltar,text
ui.label.next,test,text
ui.label.exit,test,text
dashboard.physics.title,test,text
dashboard.physics.dynamic-drag-xyz.section-title,test,text
dashboard.physics.drag-xyz.section-title,test,text
dashboard.physics.prop-eff-curve-parameters.section-title,test,text
dashboard.physics.torque-improves-thrust.button,test,text
dashboard.physics.real-parameters.prop-efficiency-curve.button,test,text
dashboard.physics.prop-efficiency-curve.button,test,text
dashboard.physics.real-parameters.button,test,text
dashboard.drone.title,test,text
dashboard.drone.thrust-per-motor.title,test,text
dashboard.drone.total-weight.title,test,text
dashboard.drone.roll-rc-super-expo.title-section,test,text
dashboard.drone.pitch-rc-super-expo.title-section,test,text
dashboard.drone.throttle-mid-expo.title-section,test,text
dashboard.drone.torque-per-motor.title,test,text
dashboard.drone.yaw-rc-super-expo.title-section,test,text
dashboard.general.graphs.button.speed,test,text
dashboard.general.graphs.button.force,test,text
dashboard.general.graphs.button.prop-ef,test,text
dashboard.fc.title,test,text
dashboard.fc.yaw-i.label,test,text
dashboard.fc.yaw-p.label,test,text
dashboard.fc.pitch-roll-d.label,test,text
dashboard.fc.yaw-d.label,test,text
dashboard.fc.pitch-roll-i.label,test,text
dashboard.fc.pitch-roll-p.label,test,text
dashboard.my-tune.community-tunes.button,test,text
dashboard.my-tune.button.save,test,text
dashboard.my-tune.new.button,test,text
dashboard.general.title,test,text
dashboard.general.miscellaneous.section-title,test,text
dashboard.general.drone-settings.button.clear,test,text
dashboard.general.miscellaneous.button.flip,test,text
dashboard.general.flight-controller.section-title,test,text
dashboard.general.miscellaneous.button.controller,test,text
dashboard.general.miscellaneous.button.battery,test,text
dashboard.general.miscellaneous.button.recharge,test,text
dashboard.general.drone-settings.section-title,test,text
dashboard.general.drone-settings.button.save,test,text
dashboard.general.drone-settings.button.load,test,text
dashboard.general.graphs.motor,test,text
dashboard.general.flight-controller.button.inter,test,text
dashboard.general.flight-controller.button.noob,test,text
dashboard.general.graphs.section-title,test,text
dashboard.general.flight-controller.button.pro,test,text
dashboard.general.graphs.buttons.RC-pitch-roll,test,text
dashboard.general.graphs.buttons.RC-yaw,test,text
dashboard.general.graphs.buttons.thrott,test,text
dashboard.general.graphs.button.battery,test,text
dashboard.general.camera.types,test,text
dashboard.general.camera.label,test,text
dashboard.general.camera-tilt.label,test,text
dashboard.physics.prop-eff-curve-parameters.mid-from.button,test,text
dashboard.physics.prop-eff-curve-parameters.labels.mid-to,test,text
dashboard.physics.prop-eff-curve-parameters.labels.END,test,text
dashboard.drone.rig-config.types,test,text
dashboard.physics.prop-eff-curve-parameters.labels.MAX,test,text
dashboard.footer.message,test,text
dashboard.my-tune.hint,test,text
dashboard.graphs.title,test,text
dashboard.graphs.motors.detail.throttle,test,text
dashboard.graphs.efficiency.header,test,text
dashboard.graphs.motors.header,test,text
dashboard.graphs.throttle.header,test,text
dashboard.graphs.pitchroll.header,test,text
dashboard.graphs.yaw.header,test,text
dashboard.graphs.motors.detail.torque,test,text
dashboard.my-tune.rating,test,text
dashboard.drone.drone-class.label,test,text
dashboard.drone.rig-config.label,test,text
dashboard.graphs.motors.detail.voltage,test,text
campaign.screen.title,test,text
campaign.screen.title.overview,test,text
campaign.campaign.title.2016,test,text
campaign.campaign.discription.2016,test,text
campaign.campaign.title.2018,test,text
campaign.campaign.discription.2018,test,text
campaign.overview.races,test,text
campaign.overview.totaltime,test,text
campaign.overview.attemps,test,text
campaign.overview.onleaderboard,test,text
campaign.overview.reset,test,text
campaign.overview.finalheat,test,text
campaign.overview.locked,test,text
campaign.overview.results,test,text
campaign.overview.confirmation,test,text
campaign.overview.resetright,test,text
leaderboard.back,test,text
leaderboard.exit,test,text
leaderboard.my-position,test,text
leaderboard.right,test,text
leaderboard.game-type.race,test,text
leaderboard.game-type.campaign,test,text
leaderboard.game-type.mission,test,text
leaderboard.mode,test,text
leaderboard.map,test,text
leaderboard.london-championship,test,text
leaderboard.track,test,text
leaderboard.the-trinity-test,test,text
leaderboard.campaign,test,text
leaderboard.drl-2016,test,text
leaderboard.region,test,text
leaderboard.quest,test,text
leaderboard.los-i,test,text
leaderboard.mission,test,text
leaderboard.the-diamond-path,test,text
leaderboard.replay,test,text
leaderboard.no-results-found,test,text
leaderboard.loading,test,text
leaderboard.start,test,text
leaderboard.drone-class,test,text
pause.cards.camera-tilt.label,test,text
pause.cards.camera-mode.label,test,text
pause.cards.camera-mode.types,test,text
pause.cards.camera-fov.label,test,text
pause.screen.back.button,test,text
pause.cards.intermediate.details,test,text
pause.cards.pro.details,test,text
pause.cards.beginner.details,test,text
pause.cards.exit-game.label,test,text
pause.cards.restart-game.label,test,text
pause.cards.pro.label,test,text
pause.cards.intermediate.label,test,text
pause.cards.beginner.label,test,text
pause.cards.controller-setup.title,test,text
pause.cards.settings,test,text
pause.cards.change-map.label,test,text
pause.cards.controller-sensitivity.title,test,text
pause.cards.system.title,test,text
pause.cards.launch-dashboard.title,test,text
pause.cards.physics-dashboard.details,test,text
pause.cards.room.title,test,text
pause.cards.player.title,test,text
pause.cards.campaign-lost-advice.label,test,text
pause.cards.fc-profiles.label,test,text
settings-system.screen.title,Sistema,text
settings-system.form.quality,QUALIDADE,text
settings-system.form.quality.labels,"PERSONALIZADA,MÍNIMA,BAIXA,MÉDIA,ALTA,ULTRA",text
settings.controller-map-screen.back.button,test,text
settings.controller-map-screen.left-stick-map.label,test,text
settings.controller-map-screen.right-stick-map.label,test,text
settings.controller-map-screen.button-a-map.label,test,text
settings.controller-map-screen.button-b-map.label,test,text
settings.controller-map-screen.button-shoulder-1-map.label,test,text
settings.controller-map-screen.button-shoulder-2-map.label,test,text
settings.controller-map-screen.button-center-map.label,test,text
settings.profile-screen-dev.back.button,test,text
settings.profile-screen-dev.profile-name.label,test,text
settings.profile-screen-dev.type-full-name.label,test,text
settings.profile-screen-dev.pilot-handle.label,test,text
settings.profile-screen-dev.email.label,test,text
settings.profile-screen-dev.type-your-email.label,test,text
settings.profile-screen-dev.age.label,test,text
settings.profile-screen-dev.type-your-age.label,test,text
settings.profile-screen-dev.gender.label,test,text
settings.profile-screen-dev.gender.types,"test0, test1, test2",text
settings.profile-screen-dev.country.label,test,text
settings.profile-screen-dev.type-your-country.label,test,text
settings.profile-screen-dev.non-fpv-drone-skill.label,test,text
settings.profile-screen-dev.non-fpv-drone-years.label,test,text
settings.profile-screen-dev.non-fpv-drone-years.types,"test0, test1, test2, test3, test4",text
settings.profile-screen-dev.fpv-drone-skill.label,test,text
settings.profile-screen-dev.fpv-drone-skill.types,"test0, test1, test2, test3, test4",text
settings.profile-screen-dev.fpv-drone-years.label,test,text
settings.profile-screen-dev.fpv-drone-years.types,"test0, test1, test2, test3, test4",text
settings.profile-screen-dev.fpv-drone-preference.label,test,text
track.screen.drone-crash.label,test,text
track.screen.opponent-difficulty.label,test,text
track.screen.opponent-difficulty.types,test,text
track.screen.opponent-toggle.label,test,text
track.screen.opponent-toggle.types,test,text
track.screen.start.button,test,text
track.screen.back.button,test,text
track.screen.beginner.details,test,text
track.screen.intermediate.details,test,text
track.screen.pro.details,test,text
track.screen.beginner.title,test,text
track.screen.intermediate.title,test,text
track.screen.pro.title,test,text
track.screen.selected-drone.label,test,text
calibration.footer.nohardware,test,text
calibration.footer.needscalibration,test,text
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
calibration.,,
maps.gates-of-hell.caption,GATES OF HELL,text
maps.gates-of-hell.title,Gates of Hell,text
maps.gates-of-hell.description,"DRL 2016 - NÍVEL 1
Uma usina abandonada às margens do Rio Hudson conhecida por suas paredes enferrujadas, estrutura em pedaços e uma história de violência, foi apelidada de “Os Portões do Inferno”.",text
maps.drl-sandbox.caption,test,text
maps.drl-sandbox.title,test,text
maps.drl-sandbox.description,test,text
maps.airplane-graveyard.caption,test,text
maps.airplane-graveyard.title,test,text
maps.airplane-graveyard.description,test,text
maps.bell-labs.caption,test,text
maps.bell-labs.title,test,text
maps.bell-labs.description,test,text
maps.detroit.caption,test,text
maps.detroit.title,test,text
maps.detroit.description,test,text
maps.lapocalypse.caption,test,text
maps.lapocalypse.title,test,text
maps.lapocalypse.description,test,text
maps.miami-lights.caption,test,text
maps.miami-lights.title,test,text
maps.miami-lights.description,test,text
maps.ohio-crash-site.caption,test,text
maps.ohio-crash-site.title,test,text
maps.ohio-crash-site.description,test,text
maps.atlanta-aftermath.caption,test,text
maps.atlanta-aftermath.title,test,text
maps.atlanta-aftermath.description,test,text
maps.boston-foundry.caption,test,text
maps.boston-foundry.title,test,text
maps.boston-foundry.description,test,text
maps.london.caption,test,text
maps.london.title,test,text
maps.london.description,test,text
maps.mardi-gras.caption,test,text
